"","STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","PITCH","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","UPDATED","DATABASE_HISTORY"
"82","02-0361","02-0361",2,"2016-07-27","I32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,12.62,6.81,0.7,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336609.33,4169718.74,3056.07,"",NA,"","Mason Wordell","","","","","2016-09-18",""
"83","02-0361","02-0361",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.62,6.81,0.7,0.16,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336609.33,4169718.74,3056.07,"","","","Soren Struckman","","","","","2020-11-02",""
"84","02-0362","02-0362",2,"2016-07-27","I32","PILO",NA,2016,2,1,"A",NA,NA,NA,NA,NA,17.77,6.57,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336614.48,4169718.5,3052.75,"",NA,"","Mason Wordell","","","","","2016-09-18",""
"85","02-0362","02-0362",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.77,6.57,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336614.48,4169718.5,3052.75,"","","","Soren Struckman","","","","","2020-11-02",""
"86","02-0364","02-0364",2,"2016-07-27","L32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,3.77,4.3,1.3,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336600.5,4169776.42,3066.15,"",NA,"","Mason Wordell","","","","","2016-09-18",""
"87","02-0364","02-0364",6,"2020-08-04","L32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.77,4.3,1.7,1.04,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336600.5,4169776.42,3066.15,"","","","Lauren Walker","","","","","2020-11-02",""
"88","02-0376","02-0376",1,"2016-08-03","R42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,4.39,18.71,0.4,0.08,NA,NA,NA,NA,NA,NA,NA,"",NA,"","W",NA,NA,336801.04,4169906.45,3156.49,"","","","James Lutz","Tucker Furniss","","","","2016-09-21",""
"89","02-0376","02-0376",6,"2020-07-12","R42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.39,18.71,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,"",NA,"","W",NA,NA,336801.04,4169906.45,3156.49,"","","","Mark Swanson","","","","","2020-11-02",""
"90","02-0378","02-0378",1,"2016-08-03","R42","PILO",0.8,2016,1,1,"A",NA,NA,NA,NA,NA,16.84,15.87,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,"",NA,"","W",NA,NA,336813.49,4169903.61,3140.95,"","","In PIFL branches. ","James Lutz","Tucker Furniss","","","","2016-09-21",""
"91","02-0378","02-0378",6,"2020-07-12","R42","PILO",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,16.84,15.87,2.3,1.85,NA,NA,NA,NA,NA,NA,NA,"",NA,"","W",NA,NA,336813.49,4169903.61,3140.95,"","","In PIFL branches. ","Mark Swanson","","","","","2020-11-02",""
"92","02-0379","02-0379",2,"2016-07-26","J32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,3.56,15.41,1.2,0.53,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336600.25,4169747.48,3062.18,"",NA,"","Kendall Becker","","","","","2016-09-18",""
"93","02-0379","02-0379",6,"2020-08-04","J32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.56,15.41,1.3,0.56,NA,NA,NA,NA,NA,NA,NA,"Aphid20",NA,NA,"W",NA,NA,336600.25,4169747.48,3062.18,"","","","Soren Struckman","","","","","2020-11-02",""
"94","02-0383","02-0383",2,"2016-07-26","O32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,2.92,18.14,0.4,0.06,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336599.63,4169850.21,3097.98,"",NA,"","Kendall Becker","","","","","2016-09-18",""
"95","02-0383","02-0383",6,"2020-08-05","O32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.92,18.14,0.4,0.11,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336599.63,4169850.21,3097.98,"","","","Isabella Wetzler","Jake Burgoyne","","","","2020-11-02",""
"96","02-0384","02-0384",2,"2016-07-26","P32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,3.19,1.18,0.2,0.03,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336599.87,4169853.29,3097.98,"",NA,"Vigor 3 in 2019.","Kendall Becker","","","","","2016-09-18",""
"97","02-0384","02-0384",6,"2020-08-04","P32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.19,1.18,0.4,0.08,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336599.87,4169853.29,3097.98,"","","","Isabella Wetzler","Lauren Walker","Jake Burgoyne","","","2020-11-02",""
"98","02-0387","02-0387",2,"2016-07-27","U32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,16.12,15.4,0.4,0.12,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336612.78,4169967.47,3134.63,"",NA,"Inside snag burn scar","Mason Wordell","","","","","2016-09-18",""
"99","02-0387","02-0387",6,"2020-08-10","U32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.12,15.4,0.4,0.18,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336612.78,4169967.47,3134.63,"","","Inside snag burn scar","Lauren Walker","","","","","2020-11-02",""
"100","02-0401","02-0401",3,"2017-07-12","K32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,11.4,18.12,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336608,4169770.11,3064.11,"",NA,"False Ing.","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"101","02-0401","02-0401",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.4,18.12,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336608,4169770.11,3064.11,"","","","Caroline Kittle","","","","","2020-11-02",""
"102","02-0404","02-0404",3,"2017-07-12","K32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,13.69,12.1,1.1,0.7,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336610.29,4169764.09,3062.18,"",NA,"False Ingrowth","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"103","02-0404","02-0404",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.69,12.1,1.1,0.72,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336610.29,4169764.09,3062.18,"","","","Caroline Kittle","","","","","2020-11-02",""
"104","02-0405","02-0405",3,"2017-07-12","K32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,13.69,12.11,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336610.29,4169764.1,3062.18,"",NA,"False Ingrowth","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"105","02-0405","02-0405",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.69,12.11,0.8,0.51,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336610.29,4169764.1,3062.18,"","","","Caroline Kittle","","","","","2020-11-02",""
"106","02-0407","02-0407",3,"2017-07-12","J32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,1,12.29,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336597.69,4169744.36,3061.32,"",NA,"False Ing.","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"107","02-0407","02-0407",6,"2020-08-04","J32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1,12.29,0.8,0.47,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336597.69,4169744.36,3061.32,"","","","Caroline Kittle","","","","","2020-11-02",""
"108","02-0410","02-0410",3,"2017-07-12","I32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,7.45,21.11,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336604.16,4169733.04,3058.43,"",NA,"Inside CWD","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"109","02-0410","02-0410",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.45,21.11,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336604.16,4169733.04,3058.43,"","","","Soren Struckman","","","","","2020-11-02",""
"110","02-0443","02-0443",3,"2017-07-12","I32","PILO",NA,2017,2,1,"A",NA,NA,NA,NA,NA,3.8,13.66,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336600.51,4169725.59,3058.43,"",NA,"Under CWD","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"111","02-0443","02-0443",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.8,13.66,0.2,0.07,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336600.51,4169725.59,3058.43,"","","","Soren Struckman","","","","","2020-11-02",""
"112","02-0444","02-0444",3,"2017-07-12","I32","PILO",NA,2017,2,1,"A",NA,NA,NA,NA,NA,3.23,13.77,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336599.94,4169725.7,3060.57,"",NA,"","Sara Germain","Sylvia Tan","Joanne Lim","","","2017-09-14",""
"113","02-0444","02-0444",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.23,13.77,0.2,0.07,NA,NA,NA,NA,NA,NA,NA,"",0,NA,"W",NA,NA,336599.94,4169725.7,3060.57,"","","","Soren Struckman","","","","","2020-11-02",""
"114","03-0041","03-0041",1,"2015-09-01","E23","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,17.07,1.8,1.3,1.2,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.86,2.26,336433.77,4169638.03,3074.53,"","","","Aspen Ward","Martin Holdrege","","","","2015-12-14",""
"115","03-0041","03-0041",6,"2020-07-15","E23","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.07,1.8,1.5,1.32,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.86,2.26,336433.77,4169638.03,3074.53,"","","","Tucker Furniss","Sara Germain","Caroline Kittle","","","2020-11-02",""
"116","03-0272","03-0272",2,"2016-07-21","G23","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,5.21,2.73,1.1,0.55,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336422.03,4169679.03,3087.47,"",NA,"","Tucker Furniss","Sara Germain","","","","2016-09-18",""
"117","03-0272","03-0272",6,"2020-07-15","G23","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,5.21,2.73,1.2,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"W",NA,NA,336422.03,4169679.03,3087.47,"","","","James Lutz","","","","","2020-11-02",""
"118","04-0501","04-0501",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,0.21,-0.05,2,0.88,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.21,-0.05,336436.82,4169575.74,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"119","04-0501","04-0501",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.21,-0.05,2,0.9,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.21,-0.05,336436.82,4169575.74,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"120","04-0505","04-0505",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,1.49,1.55,1.5,0.44,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.49,1.57,336438.1,4169577.34,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"121","04-0505","04-0505",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,1.49,1.55,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",1.49,1.57,336438.1,4169577.34,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"122","04-0506","04-0506",5,"2019-07-30","B24","PILO",NA,2019,1,1,"A",NA,NA,NA,NA,NA,0.88,1.59,1.5,0.63,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.88,1.61,336437.49,4169577.38,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"123","04-0506","04-0506",6,"2020-07-23","B24","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,0.88,1.59,6.5,0.72,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.88,1.61,336437.49,4169577.38,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"124","04-0531","04-0531",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,8.23,12.01,4.5,1.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.21,12.16,336444.84,4169587.8,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"125","04-0531","04-0531",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.23,12.01,4.7,1.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.21,12.16,336444.84,4169587.8,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"126","04-0532","04-0532",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,8.68,12.61,2.1,0.86,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.65,12.77,336445.29,4169588.4,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"127","04-0532","04-0532",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.68,12.61,2.5,0.82,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.65,12.77,336445.29,4169588.4,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"128","04-0533","04-0533",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,8.07,13.16,2.5,1,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.04,13.32,336444.68,4169588.95,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"129","04-0533","04-0533",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.07,13.16,2.8,1.02,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",8.04,13.32,336444.68,4169588.95,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"130","04-0536","04-0536",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,3.45,14.79,2.4,1.12,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.42,14.96,336440.06,4169590.58,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"131","04-0536","04-0536",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.45,14.79,2.5,1.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.42,14.96,336440.06,4169590.58,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"132","04-0537","04-0537",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,3.51,14.82,1.1,0.46,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.48,14.99,336440.12,4169590.61,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"133","04-0537","04-0537",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.51,14.82,3.8,1.43,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.48,14.99,336440.12,4169590.61,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"134","04-0538","04-0538",5,"2019-07-30","B24","PIFL",0.7,2019,1,1,"A",NA,NA,NA,NA,NA,3.49,14.85,3.8,1.55,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.46,15.02,336440.1,4169590.64,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"135","04-0538","04-0538",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.49,14.85,3.8,1.48,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",3.46,15.02,336440.1,4169590.64,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"136","04-0591","04-0591",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,18.75,12.71,0.7,0.14,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.22,14.18,336455.36,4169588.5,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"137","04-0591","04-0591",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,18.75,12.71,1,0.22,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",1.22,14.18,336455.36,4169588.5,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"138","04-0592","04-0592",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,9.87,10.13,2.6,0.64,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.1,11.4,336446.48,4169585.92,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"139","04-0592","04-0592",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.87,10.13,2.8,0.7,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.1,11.4,336446.48,4169585.92,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"140","04-0593","04-0593",5,"2019-07-30","B24","PILO",NA,2019,1,1,"A",NA,NA,NA,NA,NA,9.93,8.87,1.6,0.77,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.04,10.05,336446.54,4169584.66,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"141","04-0593","04-0593",6,"2020-07-23","B24","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.93,8.87,1.6,0.8,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.04,10.05,336446.54,4169584.66,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"142","04-0594","04-0594",5,"2019-07-30","B24","PILO",NA,2019,1,1,"A",NA,NA,NA,NA,NA,9.92,8.89,1,0.6,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.05,10.07,336446.53,4169584.68,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"143","04-0594","04-0594",6,"2020-07-23","B24","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.92,8.89,1.2,0.68,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.05,10.07,336446.53,4169584.68,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"144","04-0595","04-0595",5,"2019-07-30","B24","PILO",NA,2019,1,1,"A",NA,NA,NA,NA,NA,10.31,7.66,3.6,1.24,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.66,8.75,336446.92,4169583.45,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"145","04-0595","04-0595",6,"2020-07-23","B24","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,10.31,7.66,3.65,1.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",9.66,8.75,336446.92,4169583.45,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"146","04-0596","04-0596",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,8.89,7.63,3.2,1.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",11.08,8.72,336445.5,4169583.42,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"147","04-0596","04-0596",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.89,7.63,3.2,1.05,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",11.08,8.72,336445.5,4169583.42,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"148","04-0597","04-0597",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,7.5,7.58,2,0.54,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.47,8.66,336444.11,4169583.37,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"149","04-0597","04-0597",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.5,7.58,2.2,0.56,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.47,8.66,336444.11,4169583.37,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"150","04-0598","04-0598",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,7.48,7.57,1.3,0.53,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.49,8.65,336444.09,4169583.36,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"151","04-0598","04-0598",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.48,7.57,1.3,0.53,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",12.49,8.65,336444.09,4169583.36,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"152","04-0599","04-0599",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,8.25,6.91,3.3,1.31,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",11.72,7.94,336444.86,4169582.7,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"153","04-0599","04-0599",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.25,6.91,3.3,1.35,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",11.72,7.94,336444.86,4169582.7,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"154","04-0604","04-0604",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,9.78,1.48,1.4,0.45,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.18,2.12,336446.39,4169577.27,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"155","04-0604","04-0604",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.78,1.48,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.18,2.12,336446.39,4169577.27,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"156","04-0605","04-0605",5,"2019-07-30","B24","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,9.78,1.47,1.2,0.29,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.18,2.1,336446.39,4169577.26,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"157","04-0605","04-0605",6,"2020-07-23","B24","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.78,1.47,1.4,0.5,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",10.18,2.1,336446.39,4169577.26,0,"","","","Jake Burgoyne","Lauren Walker","","","","2020-11-02",""
"158","04-0612","04-0612",5,"2019-07-30","A24","PIFL",0.6,2019,1,1,"A",NA,NA,NA,NA,NA,0.69,13.71,1.3,1.55,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.63,14.3,336437.21,4169569.46,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"159","04-0612","04-0612",6,"2020-07-23","A24","PIFL",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,0.69,13.71,4.3,1.59,NA,NA,NA,NA,NA,NA,NA,"",NA,"East","W",0.63,14.3,336437.21,4169569.46,0,"","","","Jake Burgoyne","","","","","2020-11-02",""
"160","04-0616","04-0616",5,"2019-07-30","924","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,13.58,11.81,1.2,0.23,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.35,-8.04,336450.26,4169547.59,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"161","04-0616","04-0616",6,"2020-07-23","924","PIFL",NA,2020,1,2,"A",NA,NA,NA,NA,NA,13.58,11.81,1.2,0.25,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",6.35,-8.04,336450.26,4169547.59,0,"Quad 2020.","","","Jake Burgoyne","","","","","2020-11-09",""
"162","04-0617","04-0617",5,"2019-07-30","924","PIFL",NA,2019,1,1,"A",NA,NA,NA,NA,NA,16.98,9.87,2.4,0.64,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.95,-10.07,336453.66,4169545.65,0,"","","","Rosanise Odell","Annie Baker","Soren Struckman","Mitch Westmoreland","","2019-11-12",""
"163","04-0617","04-0617",6,"2020-07-23","924","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.98,9.87,2.4,0.66,NA,NA,NA,NA,NA,NA,NA,"",NA,"West","W",2.95,-10.07,336453.66,4169545.65,0,"Quad 2020.","","","Jake Burgoyne","","","","","2020-11-09",""
