"STEM_TAG","TREE_TAG","CENSUS","DATE","QUADRAT","SPECIES","DBH","DBH_YEAR","STATUS","VIGOR","DA","MORT_DATE","DOG_DATE","SC","SNAG_HEIGHT","SNAG_TD","RELATIVE_PLOT_X","RELATIVE_PLOT_Y","SEEDLING_BASAL_DIAM","SEEDLING_HEIGHT","LEANER_ANGLE","BT","DT","RT","SCAR","FRASS","PITCH","EE","MT","CONK","NEC","FLAG","SWELL","SPRT","BFB","OTHER_CODES","OTHER_HOM","DIRECTION","NW","FIELD_X","FIELD_Y","REFERENCE","DISTANCE","AZIMUTH","PLOT_X","PLOT_Y","UTM_X","UTM_Y","UTM_Z","REMAPPING","PREVIOUS_TAGS","COMMENT","PLOT","FIELD_1","FIELD_2","FIELD_3","FIELD_4","FIELD_5","DATA_ENTRY_1","DATA_ENTRY_2","DATA_CHECK","CTFS_DA","UPDATED","DNA","CORED","COOKIE","EST_ESTABLISHMENT","DATABASE_HISTORY"
"02-0041","02-0041",6,"2020-08-04","G32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.1,18.13,0.8,0.36,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"",NA,NA,NA,NA,336604.79,4169690.2,3049.3,"FROM 02-0037. DN=0.01. DE=0.0.","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0042","02-0042",1,"2015-08-17","G32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,8.12,18.17,0.9,0.34,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"",NA,NA,NA,NA,336604.81,4169690.24,3049.3,"FROM 02-0037. DN=0.03. DE=0.04.","","","UFDP","Tucker Furniss","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"02-0042","02-0042",6,"2020-08-04","G32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.12,18.17,1.6,0.49,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"",NA,NA,NA,NA,336604.81,4169690.24,3049.3,"FROM 02-0037. DN=0.03. DE=0.04.","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0043","02-0043",1,"2015-08-17","G32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,7.9,19.46,4.2,1.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H32",8.01,94,NA,NA,336604.59,4169691.53,3049.6,"","","","UFDP","Tucker Furniss","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"02-0043","02-0043",6,"2020-08-04","G32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,7.9,19.46,5.7,1.57,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"Aphid20",NA,NA,"W",NA,NA,"H32",8.01,94,NA,NA,336604.59,4169691.53,3049.6,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0044","02-0044",1,"2015-08-17","G32","PILO",NA,2015,1,1,"A",NA,NA,NA,NA,NA,6.48,19.79,3.8,0.79,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H32",6.57,92,NA,NA,336603.17,4169691.86,3050.37,"","","","UFDP","Tucker Furniss","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"02-0044","02-0044",6,"2020-08-04","G32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.48,19.79,3.8,1.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H32",6.57,92,NA,NA,336603.17,4169691.86,3050.37,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0054","02-0054",1,"2015-08-17","G32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.85,18.44,0.6,0.39,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H33",1.14,192,NA,NA,336616.54,4169690.51,3041.19,"","","","UFDP","Tucker Furniss","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"02-0054","02-0054",6,"2020-08-04","G32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.85,18.44,1.1,0.63,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H33",1.14,192,NA,NA,336616.54,4169690.51,3041.19,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0055","02-0055",1,"2015-08-17","G32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.71,18.24,0.5,0.23,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H33",1.37,196,NA,NA,336616.4,4169690.31,3041.19,"","","","UFDP","Tucker Furniss","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"02-0055","02-0055",6,"2020-08-04","G32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.71,18.24,0.9,0.37,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H33",1.37,196,NA,NA,336616.4,4169690.31,3041.19,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0056","02-0056",1,"2015-08-17","G32","PIFL",NA,2015,1,1,"A",NA,NA,NA,NA,NA,19.68,18.23,0.7,0.28,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H33",1.39,197,NA,NA,336616.37,4169690.3,3041.19,"","","","UFDP","Tucker Furniss","Aspen Ward","","","","Cherydan Onishi","Dawni Jenkins","Tucker Furniss","A","2015-12-14",NA,NA,NA,NA,""
"02-0056","02-0056",6,"2020-08-04","G32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,19.68,18.23,1.1,0.48,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"H33",1.39,197,NA,NA,336616.37,4169690.3,3041.19,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0181","02-0181",1,"2016-08-03","S42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,6.73,8.54,2.5,1.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.73,8.54,"",NA,NA,NA,NA,336803.41,4169916.24,3163.35,"","","","","Sara Germain","Timothy Young","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0181","02-0181",6,"2020-07-12","S42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.73,8.54,3,1.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.73,8.54,"",NA,NA,NA,NA,336803.41,4169916.24,3163.35,"","","","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0182","02-0182",1,"2016-08-03","S42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,6.77,8.44,3.3,1.3,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.77,8.44,"",NA,NA,NA,NA,336803.45,4169916.14,3163.35,"","","","","Sara Germain","Timothy Young","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0182","02-0182",6,"2020-07-12","S42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.77,8.44,3.4,1.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.77,8.44,"",NA,NA,NA,NA,336803.45,4169916.14,3163.35,"","","","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0183","02-0183",1,"2016-08-03","S42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,6.85,8.5,2.4,1.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.85,8.5,"",NA,NA,NA,NA,336803.53,4169916.2,3163.35,"","","","","Sara Germain","Timothy Young","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0183","02-0183",6,"2020-07-12","S42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.85,8.5,2.9,1.4,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.85,8.5,"",NA,NA,NA,NA,336803.53,4169916.2,3163.35,"","","","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0184","02-0184",1,"2016-08-03","S42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,6.8,8.49,2.2,1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.8,8.49,"",NA,NA,NA,NA,336803.48,4169916.19,3163.35,"","","","","Sara Germain","Timothy Young","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0184","02-0184",6,"2020-07-12","S42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,6.8,8.49,2.3,1.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",6.8,8.49,"",NA,NA,NA,NA,336803.48,4169916.19,3163.35,"","","","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0192","02-0192",1,"2016-08-03","S42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,9.94,11.76,2.1,1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.94,11.76,"",NA,NA,NA,NA,336806.62,4169919.46,3163.35,"","","Out of order.","","Sara Germain","Timothy Young","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0192","02-0192",6,"2020-07-12","S42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,9.94,11.76,2.1,1.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"East","W",9.94,11.76,"",NA,NA,NA,NA,336806.62,4169919.46,3163.35,"","","Out of order.","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0321","02-0321",3,"2017-07-12","V32","PIFL",NA,2017,62,1,"A",2018,2019,NA,NA,NA,13.26,13.08,0.4,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0063",2.24,201,NA,NA,336609.96,4169985.15,3136.77,"",NA,"",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0326","02-0326",3,"2017-07-12","Q32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,16.54,13.65,0.6,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0528",0.12,102,NA,NA,336611.29,4169886.23,3117.37,"DX.DY in 2018",NA,"",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0326","02-0326",6,"2020-08-04","Q32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.54,13.65,0.6,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0528",0.12,102,NA,NA,336611.29,4169886.23,3117.37,"DX.DY in 2018","","","UFDP","Isabella Wetzler","Lauren Walker","Jake Burgoyne","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0328","02-0328",3,"2017-07-12","Q32","PILO",NA,2017,0,1,"A",2020,NA,NA,NA,NA,8.53,18.67,0.4,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0491",1.7,208,NA,NA,336603.28,4169891.25,3107.51,"Dist.Azm.2018",NA,"",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0337","02-0337",3,"2017-07-12","U32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,12.88,12.79,0.5,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0111",0.01,142,NA,NA,336609.54,4169964.86,3127.56,"",NA,"",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0337","02-0337",6,"2020-08-10","U32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.88,12.79,0.6,0.21,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0111",0.01,142,NA,NA,336609.54,4169964.86,3127.56,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0340","02-0340",3,"2017-07-12","P32","PILO",NA,2017,68,1,"A",2018,NA,NA,NA,NA,8.69,4.99,0.1,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0549",0.86,39,NA,NA,336605.37,4169857.1,3103.44,"",NA,"Tag collected.",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0359","02-0359",3,"2017-07-12","L32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,8.13,1.97,0.6,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0668",1.57,276,NA,NA,336604.86,4169774.09,3064.11,"",NA,"False Ing.",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0359","02-0359",6,"2020-08-04","L32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,8.13,1.97,0.7,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0668",1.57,276,NA,NA,336604.86,4169774.09,3064.11,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0361","02-0361",2,"2016-07-27","I32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,12.62,6.81,0.7,0.16,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-1205",1.27,240,NA,NA,336609.33,4169718.74,3056.07,"",NA,"",NA,"Mason Wordell","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0361","02-0361",6,"2020-08-04","I32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,12.62,6.81,0.7,0.16,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-1205",1.27,240,NA,NA,336609.33,4169718.74,3056.07,"","","","UFDP","Soren Struckman","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0362","02-0362",2,"2016-07-27","I32","PILO",NA,2016,2,1,"A",NA,NA,NA,NA,NA,17.77,6.57,0.5,0.15,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-1279",1.51,43,NA,NA,336614.48,4169718.5,3052.75,"",NA,"",NA,"Mason Wordell","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0362","02-0362",6,"2020-08-04","I32","PILO",NA,2020,1,1,"A",NA,NA,NA,NA,NA,17.77,6.57,0.5,0.15,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-1279",1.51,43,NA,NA,336614.48,4169718.5,3052.75,"","","","UFDP","Soren Struckman","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0364","02-0364",2,"2016-07-27","L32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,3.77,4.3,1.3,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0676",0.54,233,NA,NA,336600.5,4169776.42,3066.15,"",NA,"",NA,"Mason Wordell","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0364","02-0364",6,"2020-08-04","L32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.77,4.3,1.7,1.04,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0676",0.54,233,NA,NA,336600.5,4169776.42,3066.15,"","","","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0376","02-0376",1,"2016-08-03","R42","PIFL",NA,2016,1,1,"A",NA,NA,NA,NA,NA,4.39,18.71,0.4,0.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"","W",NA,NA,"S42",4.54,106,NA,NA,336801.04,4169906.45,3156.49,"","","","","James Lutz","Tucker Furniss","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0376","02-0376",6,"2020-07-12","R42","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,4.39,18.71,0.6,0.1,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"","W",NA,NA,"S42",4.54,106,NA,NA,336801.04,4169906.45,3156.49,"","","","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0378","02-0378",1,"2016-08-03","R42","PILO",0.8,2016,1,1,"A",NA,NA,NA,NA,NA,16.84,15.87,2.2,1.8,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"","W",NA,NA,"02-0296",0.11,197,NA,NA,336813.49,4169903.61,3140.95,"","","In PIFL branches. ","","James Lutz","Tucker Furniss","","","","Vincent Bennett","Meghan Graham","Tucker Furniss","A","2016-09-21",NA,NA,NA,NA,""
"02-0378","02-0378",6,"2020-07-12","R42","PILO",0.8,2020,1,1,"A",NA,NA,NA,NA,NA,16.84,15.87,2.3,1.85,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"","W",NA,NA,"02-0296",0.11,197,NA,NA,336813.49,4169903.61,3140.95,"","","In PIFL branches. ","UFDP","Mark Swanson","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0379","02-0379",2,"2016-07-26","J32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,3.56,15.41,1.2,0.53,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0980",0.67,150,NA,NA,336600.25,4169747.48,3062.18,"",NA,"",NA,"Kendall Becker","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0379","02-0379",6,"2020-08-04","J32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.56,15.41,1.3,0.56,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"Aphid20",NA,NA,"W",NA,NA,"32-0980",0.67,150,NA,NA,336600.25,4169747.48,3062.18,"","","","UFDP","Soren Struckman","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0383","02-0383",2,"2016-07-26","O32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,2.92,18.14,0.4,0.06,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0588",1.13,82,NA,NA,336599.63,4169850.21,3097.98,"",NA,"",NA,"Kendall Becker","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0383","02-0383",6,"2020-08-05","O32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,2.92,18.14,0.4,0.11,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0588",1.13,82,NA,NA,336599.63,4169850.21,3097.98,"","","","UFDP","Isabella Wetzler","Jake Burgoyne","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0384","02-0384",2,"2016-07-26","P32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,3.19,1.18,0.2,0.03,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0588",3.4,26,NA,NA,336599.87,4169853.29,3097.98,"",NA,"Vigor 3 in 2019.",NA,"Kendall Becker","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0384","02-0384",6,"2020-08-04","P32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,3.19,1.18,0.4,0.08,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0588",3.4,26,NA,NA,336599.87,4169853.29,3097.98,"","","","UFDP","Isabella Wetzler","Lauren Walker","Jake Burgoyne","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0387","02-0387",2,"2016-07-27","U32","PIFL",NA,2016,2,1,"A",NA,NA,NA,NA,NA,16.12,15.4,0.4,0.12,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0107",1.05,174,NA,NA,336612.78,4169967.47,3134.63,"",NA,"Inside snag burn scar",NA,"Mason Wordell","","","","","Michael Gudmundson",NA,"Tucker Furniss","A","2016-09-18",NA,NA,NA,NA,""
"02-0387","02-0387",6,"2020-08-10","U32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,16.12,15.4,0.4,0.18,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,"W",NA,NA,"32-0107",1.05,174,NA,NA,336612.78,4169967.47,3134.63,"","","Inside snag burn scar","UFDP","Lauren Walker","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0401","02-0401",3,"2017-07-12","K32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,11.4,18.12,0.5,0.2,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0819",0.88,341,NA,NA,336608,4169770.11,3064.11,"",NA,"False Ing.",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0401","02-0401",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,11.4,18.12,0.5,0.25,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0819",0.88,341,NA,NA,336608,4169770.11,3064.11,"","","","UFDP","Caroline Kittle","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0404","02-0404",3,"2017-07-12","K32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,13.69,12.1,1.1,0.7,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0829",0.8,254,NA,NA,336610.29,4169764.09,3062.18,"",NA,"False Ingrowth",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0404","02-0404",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.69,12.1,1.1,0.72,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0829",0.8,254,NA,NA,336610.29,4169764.09,3062.18,"","","","UFDP","Caroline Kittle","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0405","02-0405",3,"2017-07-12","K32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,13.69,12.11,0.7,0.5,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0829",0.8,255,NA,NA,336610.29,4169764.1,3062.18,"",NA,"False Ingrowth",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
"02-0405","02-0405",6,"2020-08-04","K32","PIFL",NA,2020,1,1,"A",NA,NA,NA,NA,NA,13.69,12.11,0.8,0.51,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0829",0.8,255,NA,NA,336610.29,4169764.1,3062.18,"","","","UFDP","Caroline Kittle","","","","","Flat World Solutions","","Caroline Kittle","","2020-11-02",NA,NA,NA,NA,""
"02-0407","02-0407",3,"2017-07-12","J32","PIFL",NA,2017,2,1,"A",NA,NA,NA,NA,NA,1,12.29,0.7,0.4,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"",NA,"",0,NA,"W",NA,NA,"32-0975",0.03,49,NA,NA,336597.69,4169744.36,3061.32,"",NA,"False Ing.",NA,"Sara Germain","Sylvia Tan","Joanne Lim","","","",NA,"Tucker Furniss","A","2017-09-14",NA,NA,NA,NA,""
